front,back,deck,tags,source
"【絶対不能・相対不能客観説の一種で，行為時の全事情を基礎に行為を事後的に観察し，その客体または手段の性質からみて結果の発生が絶対的に起こり得ない場合（例えば殺害...とは？","判例は特に方法の不能につきこの見解を採るとされてきた。","刑法_基本概念","刑法,基本概念,未遂犯","【絶対不能・相対不能客観説の一種で，行為時の全事情を基礎に行為を事後的に観察し，その客体または手段の性質からみて結果の発生が絶対的に起こり得ない場合（例えば殺害しようとして硫黄を飲ませる行為⇨44頁）を不能犯とし，結果発生が相対的に不能である場合（致死量に満たない空気を静脈注射する行為⇨44頁）は未遂犯とする立場である．判例は特に方法の不能につきこの見解を採るとされてきた．"
"そこで，危険性の有無は，①客観的全事情を基礎に，②行為時を基準に，③裁判官が一般人の視点で科学的・合理的に判断するべきである（（d）客観的危険説）（曽根221頁以下参照）とは？","結果発生の「確率」がどの程度の場合までを未遂犯として処罰するかは，国民の意識を基に裁判官が決定することとなる。","刑法_基本概念","刑法,基本概念,未遂犯","そこで，危険性の有無は，①客観的全事情を基礎に，②行為時を基準に，③裁判官が一般人の視点で科学的・合理的に判断するべきである（（d）客観的危険説）（曽根221頁以下参照）．結果発生の「確率」がどの程度の場合までを未遂犯として処罰するかは，国民の意識を基に裁判官が決定することとなる．"
"客観的構成要件リがポケットから物を窃取しようとしたがたまたま何も入っていなかった場合），未遂となる（山口288頁参照）とは？","また，死体を殺害しようとする行為は，殺人結果発生の確率はゼロであるから不能犯となる（もっとも，生死の限界は一定の幅があり「死につつある状態」もあり得る。広島高判昭36710高刑集。","刑法_基本概念","刑法,基本概念,構成要件","客観的構成要件リがポケットから物を窃取しようとしたがたまたま何も入っていなかった場合），未遂となる（山口288頁参照）．また，死体を殺害しようとする行為は，殺人結果発生の確率はゼロであるから不能犯となる（もっとも，生死の限界は一定の幅があり「死につつある状態」もあり得る．広島高判昭36710高刑集"
"中止犯政策説と法律説自己の意思で止めた中止未遂（中止犯）は，刑の必要的減免が認められている（43条ただし書）とは？","減免の根拠について政策説と，犯罪成立は，犯罪は成立するが政策的に減免されるとする（a）要件である違法性ないし責任が減少するとする法律説（（b）違法減少説，（c）責任減少説）とに大別される。","刑法_基本概念","刑法,基本概念,違法性","中止犯政策説と法律説自己の意思で止めた中止未遂（中止犯）は，刑の必要的減免が認められている（43条ただし書）．減免の根拠について政策説と，犯罪成立は，犯罪は成立するが政策的に減免されるとする（a）要件である違法性ないし責任が減少するとする法律説（（b）違法減少説，（c）責任減少説）とに大別される．"
"違法減少説は，「自己の意思による中止」という主観的な事情が違法性を減少させるとするが（大谷384頁参照），既に生じている客観的危険性に主観面が影響を与えるとは考えられないとは？","やはり，「自己の意思で思いとどまった」ことは責任非難に影響すると解すべきであろう（責任減少説）。さらに，共犯の場合，一人の中止は他の関与者には影響しないとされている点も，違法減少説からは説明しにくい（⇨152頁）。","刑法_基本概念","刑法,基本概念,違法性,共犯","違法減少説は，「自己の意思による中止」という主観的な事情が違法性を減少させるとするが（大谷384頁参照），既に生じている客観的危険性に主観面が影響を与えるとは考えられない．やはり，「自己の意思で思いとどまった」ことは責任非難に影響すると解すべきであろう（責任減少説）．さらに，共犯の場合，一人の中止は他の関与者には影響しないとされている点も，違法減少説からは説明しにくい（⇨152頁）．ただ，思いとど..."
"客観的構成要件【広義の悔悟客観説からは，中止の理由が悔悟であれ恐怖・驚愕であれ，一般人なら中止しない事情といえるはずであるとは？","しかし，客観説を採用するとされる判例は，一方で悔悟の念を必要とするものが多い。母親をバットで殴打した後，出血を見て驚愕しそれ以上の殴打を止めた事案につき，悔悟の念からではないとして中止犯の成立を否定した（最決昭32910刑集。","刑法_基本概念","刑法,基本概念,構成要件","客観的構成要件【広義の悔悟客観説からは，中止の理由が悔悟であれ恐怖・驚愕であれ，一般人なら中止しない事情といえるはずである．しかし，客観説を採用するとされる判例は，一方で悔悟の念を必要とするものが多い．母親をバットで殴打した後，出血を見て驚愕しそれ以上の殴打を止めた事案につき，悔悟の念からではないとして中止犯の成立を否定した（最決昭32910刑集"
"【実行行為の終了時期刀で1回斬りつけたが，とどめを刺すことを思いとどまった場合，実行未遂なのか着手未遂なのかは微妙であるとは？","東京高判昭62716（判時1247140）は，同様の事案につき，実行未遂として中止を認めなかった原審を破棄し，着手未遂として中止犯を認めた。実行未遂・着手未遂の区別を実行行為概念から形式的に導くことは困難であるが，実質的には当該構成要件の結果発生の危険性がより高度な場合，つまりは結果防止努力が要請されるような場合が実行未遂に当たるとせざるを得ない。","刑法_基本概念","刑法,基本概念,構成要件","【実行行為の終了時期刀で1回斬りつけたが，とどめを刺すことを思いとどまった場合，実行未遂なのか着手未遂なのかは微妙である．東京高判昭62716（判時1247140）は，同様の事案につき，実行未遂として中止を認めなかった原審を破棄し，着手未遂として中止犯を認めた．実行未遂・着手未遂の区別を実行行為概念から形式的に導くことは困難であるが，実質的には当該構成要件の結果発生の危険性がより高度な場合，つまり..."
"因果関係客観的帰責実行行為と結果との間には，因果関係，すなわち，刑法上，生じた結果をその行為に帰責させる関係（実行行為の危険性が結果に現実化したこと）が必要である（客観的帰責）とは？","因果関係が認められない場合は，未遂罪の成否が問題となるのみである（結果的加重犯の場合には基本犯のみの罪責を負う）。刑法上の因果関係は，既遂処罰に値するか否かの価値判断を含むため，自然科学における「因果関係」とはもちろん，民法における因果関係（民法416条，709条参照）とも同一ではない。","刑法_基本概念","刑法,基本概念,因果関係","因果関係客観的帰責実行行為と結果との間には，因果関係，すなわち，刑法上，生じた結果をその行為に帰責させる関係（実行行為の危険性が結果に現実化したこと）が必要である（客観的帰責）．因果関係が認められない場合は，未遂罪の成否が問題となるのみである（結果的加重犯の場合には基本犯のみの罪責を負う）．刑法上の因果関係は，既遂処罰に値するか否かの価値判断を含むため，自然科学における「因果関係」とはもちろん，民..."
"条件関係事実的因果当該行為が存在しなければ当該結果が発生しなかったであろうという関係を条件関係と呼ぶとは？","事実的なあれなくばこれなしの関係を指す（条件関係の公式）。例えば，殴って傷害を負わせた被害者が，収容先の病院で火災により死亡した場合でも，行為者が殴らなければ被害者は入院することはなく，火災で死ぬこともなかったのであるから，「殴る」ことと「死」との間の条件関係はある。","刑法_基本概念","刑法,基本概念,因果関係","条件関係事実的因果当該行為が存在しなければ当該結果が発生しなかったであろうという関係を条件関係と呼ぶ．事実的なあれなくばこれなしの関係を指す（条件関係の公式）．例えば，殴って傷害を負わせた被害者が，収容先の病院で火災により死亡した場合でも，行為者が殴らなければ被害者は入院することはなく，火災で死ぬこともなかったのであるから，「殴る」ことと「死」との間の条件関係はある．因果関係論には，種々の学説があ..."
"条件関係は実行行為と現に生じた結果との関係であるとは？","ライフルの誤射により1時間後に死亡するような重傷を負わせ，苦しむ被害者を故意に撃ち即死させた場合（類似の事案につき最決昭53322⇨55頁），問題とすべき結果は現に生じた「即死」であり，1時間後の死ではない。","刑法_基本概念","刑法,基本概念,故意","条件関係は実行行為と現に生じた結果との関係である．ライフルの誤射により1時間後に死亡するような重傷を負わせ，苦しむ被害者を故意に撃ち即死させた場合（類似の事案につき最決昭53322⇨55頁），問題とすべき結果は現に生じた「即死」であり，1時間後の死ではない．"
"因果関係XがYを押しのけてボタンを押す場合のように，「Yの行為」という仮定的な条件を付加して考えれば条件関係はないとは？","このように仮定的条件を付加すれば当該行為がなくとも結果が生ずる場合を仮定的因果経過（仮定的因果関係）という。条件公式を形式的に当てはめれば「Xの行為」がなくとも「Yの行為」があったのだから，条件関係はないようにも見える。","刑法_基本概念","刑法,基本概念,因果関係","因果関係XがYを押しのけてボタンを押す場合のように，「Yの行為」という仮定的な条件を付加して考えれば条件関係はない．このように仮定的条件を付加すれば当該行為がなくとも結果が生ずる場合を仮定的因果経過（仮定的因果関係）という．条件公式を形式的に当てはめれば「Xの行為」がなくとも「Yの行為」があったのだから，条件関係はないようにも見える．しかし，現に生じた結果から遡れば，Xの行為以外にはたどり着かない..."
"不作為の条件関係は，「期待された作為がなされたなら結果不作為の因果関係が発生しなかった」であろう関係があれば肯定されるとは？","しかし，「100％発生が防止できた」という立証は困難である。","刑法_基本概念","刑法,基本概念,因果関係","不作為の条件関係は，「期待された作為がなされたなら結果不作為の因果関係が発生しなかった」であろう関係があれば肯定される．しかし，「100％発生が防止できた」という立証は困難である．"
"ないし90％の確率を意味するものではない）とは？","救命可能性がわずかでもあれば因果関係が認められるというわけではない。","刑法_基本概念","刑法,基本概念,因果関係","ないし90％の確率を意味するものではない）．救命可能性がわずかでもあれば因果関係が認められるというわけではない．"
"【結果回避可能性最決平11215で問題となった「治療したら救命できたか」という判断は，それが否定される場合には，因果関係の判断以前に，結果回避可能性がなかったこ...とは？","ただし，実行行為性に要求される救命可能性と，因果関係に要求される救命可能性は，必ずしも一致しない。前者の方がより小さな可能性でも，実行行為性が認められるからである。","刑法_基本概念","刑法,基本概念,因果関係","【結果回避可能性最決平11215で問題となった「治療したら救命できたか」という判断は，それが否定される場合には，因果関係の判断以前に，結果回避可能性がなかったことになり，作為義務が欠ける，つまり不作為の実行行為性も否定される可能性が生ずる（⇨35頁）．ただし，実行行為性に要求される救命可能性と，因果関係に要求される救命可能性は，必ずしも一致しない．前者の方がより小さな可能性でも，実行行為性が認めら..."
"客観的構成要件関係が中断されるとする中断論が登場するとは？","しかし，いかなる事情が介在した場合に中断を認めるか自体が問題で，有力な支持を得られなかった。","刑法_基本概念","刑法,基本概念,構成要件","客観的構成要件関係が中断されるとする中断論が登場する．しかし，いかなる事情が介在した場合に中断を認めるか自体が問題で，有力な支持を得られなかった．"
"相当因果関係説と客観的帰属そこで，一般人の社会生活上の経験に照らして通常その行為からそ行為時から見た相当性の結果が発生することが相当と認められる場合に刑法上の因...とは？","およそ起こることが希有な場合に処罰しても犯罪抑止効果がないので，条件関係の認められる範囲から不相当なものを排除するための理論である。そのため，行為時を基準に，一般人の視点から相当性が認められる結果についてのみ因果関係を認める。","刑法_基本概念","刑法,基本概念,因果関係","相当因果関係説と客観的帰属そこで，一般人の社会生活上の経験に照らして通常その行為からそ行為時から見た相当性の結果が発生することが相当と認められる場合に刑法上の因果関係を認める相当因果関係説が有力となった．およそ起こることが希有な場合に処罰しても犯罪抑止効果がないので，条件関係の認められる範囲から不相当なものを排除するための理論である．そのため，行為時を基準に，一般人の視点から相当性が認められる結果..."
"客観説は，一般人ですら知り得ない特殊な事情を基礎に因因果関係の客観性果関係を認めることになり，行為者に酷であると批判される（例えば，外見上からはわからない脳梅毒...とは？","最判昭25331⇨52頁参照）。また，主観説は，一般人から見れば当然認識できる事情であっても，行為者自身に認識できない限り除外して判断するため，相当性の範囲が狭すぎると批判される。","刑法_基本概念","刑法,基本概念,因果関係","客観説は，一般人ですら知り得ない特殊な事情を基礎に因因果関係の客観性果関係を認めることになり，行為者に酷であると批判される（例えば，外見上からはわからない脳梅毒患者の頭部に暴行を加えたところ，脳組織が弱っていたため死亡した場合，客観説では「脳梅毒患者」であることを基礎に死の結果の相当性を判断をするため，相当性が肯定されることになる．最判昭25331⇨52頁参照）．また，主観説は，一般人から見れば当..."
"これに対し，折衷説によれば，一般人からわからない疾病であれば相当因果関係は否定されるとは？","ただし，行為者が特にその事情を知っていた場合には，疾病があることを基礎に判断するため，相当性は認められる。この。","刑法_基本概念","刑法,基本概念,因果関係","これに対し，折衷説によれば，一般人からわからない疾病であれば相当因果関係は否定される．ただし，行為者が特にその事情を知っていた場合には，疾病があることを基礎に判断するため，相当性は認められる．この"
"因果関係は，┰実行行為に存在する結果発生の確率が大きければ因果関係は認められやすく，щ介在事情の異常性，┱介在事情の結果への寄与が大きければ因果関係は否定されやすい（前田139頁，曽根72頁参照）とは？","この基準により，実行行為の危険性が，結果と結びついた（結果に現実化した）といえるかが問題である（客観的帰属）。従来の相当性説（客観説）が主張するような「介在事情が行為時に予測可能か否か」のみで判断すべきではない。","刑法_基本概念","刑法,基本概念,因果関係","因果関係は，┰実行行為に存在する結果発生の確率が大きければ因果関係は認められやすく，щ介在事情の異常性，┱介在事情の結果への寄与が大きければ因果関係は否定されやすい（前田139頁，曽根72頁参照）．この基準により，実行行為の危険性が，結果と結びついた（結果に現実化した）といえるかが問題である（客観的帰属）．従来の相当性説（客観説）が主張するような「介在事情が行為時に予測可能か否か」のみで判断すべき..."
"実質的には，┰同じ併発・介在事情の場合，実行行為が重大であればあるほど帰責が認められやすく，щ併発・介在事情の発生が，実行行為と必然的な関係にあったり，実行行為...とは？","┱併発・介在事情の結果への寄与度が低い場合（例えば，瀕死の状態に介在行為が加わり死期がわずかに早まったに過ぎない場合）は帰責されるが，逆に，「故意の射殺」のような事情が介在した場合には，実行行為と死との因果関係は否定されることが多い。実行行為が唯一または直接の原因である必要はない（仙台地判平2063裁判所Web）。","刑法_基本概念","刑法,基本概念,故意,因果関係","実質的には，┰同じ併発・介在事情の場合，実行行為が重大であればあるほど帰責が認められやすく，щ併発・介在事情の発生が，実行行為と必然的な関係にあったり，実行行為に誘発された場合には帰責されやすい（介在事情そのものの特殊性も考慮される）．┱併発・介在事情の結果への寄与度が低い場合（例えば，瀕死の状態に介在行為が加わり死期がわずかに早まったに過ぎない場合）は帰責されるが，逆に，「故意の射殺」のような事..."
"客観的構成要件行為時に特殊事情があっても，広く因果関係を認める判行為時の特殊な併発事情例が多いことから，判例は条件説を採用したものと評価されることが多いが，併発...とは？","ただ，実行行為の危険性は重大ではなかった事案であり，刀で切り付けて切り口30センチメートルの創傷を負わせたような場合には，「血友病が原因で死期が相当早まった」としても，切り付け行為と早まった死との因果関係は否定し得ない。","刑法_基本概念","刑法,基本概念,構成要件,因果関係","客観的構成要件行為時に特殊事情があっても，広く因果関係を認める判行為時の特殊な併発事情例が多いことから，判例は条件説を採用したものと評価されることが多いが，併発事情によっては，血友病に罹患していたことで，受傷後の処置が適切でなかったため出血死した事案について因果関係を否定した例がある（岐阜地判昭451015判タ255229）．ただ，実行行為の危険性は重大ではなかった事案であり，刀で切り付けて切り口..."
"刑集254567）に因果関係を認めているとは？","介在事情が最も問題になる類型で，特に医療過誤が介在し第三者の行為の介在た事案が目立つ。医師の過誤が介在する場合は，実行行為から治療行為が必然的に導かれる場合が多く（51頁щの問題），因果性は否定されにくい。","刑法_基本概念","刑法,基本概念,因果関係","刑集254567）に因果関係を認めている．介在事情が最も問題になる類型で，特に医療過誤が介在し第三者の行為の介在た事案が目立つ．医師の過誤が介在する場合は，実行行為から治療行為が必然的に導かれる場合が多く（51頁щの問題），因果性は否定されにくい．"
"因果関係が追突して被害者が死亡（最決平18327刑集603382）した場合とは？","また，放火罪につき，消火活動中の消防士がガソリン入りのポリタンクを誤って蹴ったため焼損した場合も，焼損と放火行為の因果関係を認めた（大阪高判平91016判時1634152）。","刑法_基本概念","刑法,基本概念,因果関係","因果関係が追突して被害者が死亡（最決平18327刑集603382）した場合．また，放火罪につき，消火活動中の消防士がガソリン入りのポリタンクを誤って蹴ったため焼損した場合も，焼損と放火行為の因果関係を認めた（大阪高判平91016判時1634152）．"
"【判例Ё因果関係否定衝突した歩行者を自車の屋根にはね上げた状態で走行中，助手席の同乗者が被害者を逆さまに引きずり降ろし路上に転落させ死亡させた事案に関し，このよ...とは？","介在した故意行為の結果寄与度から妥当な結論とも考えられるが，歩行者がはねられたことにより，放置すれば死亡する危険のある頭蓋内出血の傷害を負っていた場合には，因果性は否定され得る。","刑法_基本概念","刑法,基本概念,故意,因果関係","【判例Ё因果関係否定衝突した歩行者を自車の屋根にはね上げた状態で走行中，助手席の同乗者が被害者を逆さまに引きずり降ろし路上に転落させ死亡させた事案に関し，このような同乗者の行為は「経験上，普通，予想しうることではなく……死の結果の発生することが，われわれの経験則上当然予想しえられるところであるとは到底いえない」と判示した（最決昭421024刑集2181116）．介在した故意行為の結果寄与度から妥当..."
"この類型も，傷害致死罪などの結果的加重犯が問題となる被害者の行為の介在ことが多いとは？","被害者が暴行を避けるために自ら水中に飛び込んで死亡した場合や，傷害の被害者自らの不適切な処置により悪化，あるいは死亡した場合にも因果関係を認める。逃げるための被害者の行為は，行為者の侵害行為から必然的に導かれたとされやすいが，被害者の処置が介在した場合については，被害者の行為の異常性の程度などにより因果関係が否定される余地はある。","刑法_基本概念","刑法,基本概念,因果関係","この類型も，傷害致死罪などの結果的加重犯が問題となる被害者の行為の介在ことが多い．被害者が暴行を避けるために自ら水中に飛び込んで死亡した場合や，傷害の被害者自らの不適切な処置により悪化，あるいは死亡した場合にも因果関係を認める．逃げるための被害者の行為は，行為者の侵害行為から必然的に導かれたとされやすいが，被害者の処置が介在した場合については，被害者の行為の異常性の程度などにより因果関係が否定され..."
"【どのような場合に因果性が否定されるのか上記のように，判例で因果関係が否定される例は少ないとは？","実行行為の危険性が大きい場合には，因果性が否定されることはほとんどないが（最決平21120⇨52頁参照），①致死量の毒薬を飲ませたが，その毒薬が効く前に事情を知らない第三者に出刃包丁で腹部を刺されて失血死した場合，結果は帰責されない。実行行為の危険性は大きいが，介在事情は実行行為に誘発されたものではなく，寄与度も大きいからである。","刑法_基本概念","刑法,基本概念,因果関係","【どのような場合に因果性が否定されるのか上記のように，判例で因果関係が否定される例は少ない．実行行為の危険性が大きい場合には，因果性が否定されることはほとんどないが（最決平21120⇨52頁参照），①致死量の毒薬を飲ませたが，その毒薬が効く前に事情を知らない第三者に出刃包丁で腹部を刺されて失血死した場合，結果は帰責されない．実行行為の危険性は大きいが，介在事情は実行行為に誘発されたものではなく，寄..."
"行為者自身の行為が介在する場合は，殺人罪が問題となる行為者の行為の介在ことが多いとは？","やはり他の類型と同様の実質的基準により因果関係が判断される。","刑法_基本概念","刑法,基本概念,因果関係","行為者自身の行為が介在する場合は，殺人罪が問題となる行為者の行為の介在ことが多い．やはり他の類型と同様の実質的基準により因果関係が判断される．"
"【遅すぎた構成要件実現・ヴェーバーの概括的故意上掲・大判大12323や大判大12430のように，行為者が第1の行為で結果を発生させたと誤信したが，実は第2の過失...とは？","このような事例に関しては因果関係の錯誤（⇨69頁）とする見解が有力であるが（川端。","刑法_基本概念","刑法,基本概念,構成要件,故意,過失,因果関係","【遅すぎた構成要件実現・ヴェーバーの概括的故意上掲・大判大12323や大判大12430のように，行為者が第1の行為で結果を発生させたと誤信したが，実は第2の過失行為により結果が生じた事案を，ヴェーバーの概括的故意の問題と呼ぶことがある（山中368頁以下参照）．このような事例に関しては因果関係の錯誤（⇨69頁）とする見解が有力であるが（川端"
"総説主観面と客観面客観的に実行行為と構成要件的結果が存在し，その間に因果関係が認定されただけでは，犯罪は成立しないとは？","その罪の予定する故意・過失等の主観的構成要件要素が必要である（⇨2122頁）。猟銃を発射した結果被害者が死亡した場合，その者を殺害する意図であれば，殺人罪に該当し，「腕を傷つけよう」とか「脅かそう」というつもりであれば傷害致死に該当する。","刑法_基本概念","刑法,基本概念,構成要件,故意,過失,因果関係","総説主観面と客観面客観的に実行行為と構成要件的結果が存在し，その間に因果関係が認定されただけでは，犯罪は成立しない．その罪の予定する故意・過失等の主観的構成要件要素が必要である（⇨2122頁）．猟銃を発射した結果被害者が死亡した場合，その者を殺害する意図であれば，殺人罪に該当し，「腕を傷つけよう」とか「脅かそう」というつもりであれば傷害致死に該当する．熊だと思って発砲したのであれば，過失致死罪にし..."
"【故意処罰の原則刑法38条1項は，「罪を犯す意思がない行為は，罰しないとは？","」と規定する（故意処罰の原則）。過失犯は，特別の定めのある場合に例外として処罰される（38条1項ただし書）。","刑法_基本概念","刑法,基本概念,故意,過失","【故意処罰の原則刑法38条1項は，「罪を犯す意思がない行為は，罰しない．」と規定する（故意処罰の原則）．過失犯は，特別の定めのある場合に例外として処罰される（38条1項ただし書）．「罪を犯す意思」が故意である．"
"故意には犯罪類型の認識が必要であるとは？","罪刑法定主義の原則か故意の実質的内容ら，法が犯罪と定めた行為の認識がなければ故意とはいえない（犯罪類型の認識）。そして，本来は責任要素である故意には，故意非難が可能な程度の認識，具体的には，一般人ならばその罪の違法性の意識を持ち得る犯罪事実の認識が必要である（前田157頁）。","刑法_基本概念","刑法,基本概念,罪刑法定主義,違法性,故意","故意には犯罪類型の認識が必要である．罪刑法定主義の原則か故意の実質的内容ら，法が犯罪と定めた行為の認識がなければ故意とはいえない（犯罪類型の認識）．そして，本来は責任要素である故意には，故意非難が可能な程度の認識，具体的には，一般人ならばその罪の違法性の意識を持ち得る犯罪事実の認識が必要である（前田157頁）．"
"故意事情が必要とする立場を意思説というとは？","これに対し，動機説はその中間的な考え方であり，結果の実現の積極的意欲は不要だが，認識が自己の行為の動機となったことを要求する（大谷158頁，曽根166頁）。","刑法_基本概念","刑法,基本概念,故意","故意事情が必要とする立場を意思説という．これに対し，動機説はその中間的な考え方であり，結果の実現の積極的意欲は不要だが，認識が自己の行為の動機となったことを要求する（大谷158頁，曽根166頁）．"
"Ё地下鉄サリン事件参照とは？","ヴェーバーの概括的故意とは異なる⇨55頁）。","刑法_基本概念","刑法,基本概念,故意","Ё地下鉄サリン事件参照．ヴェーバーの概括的故意とは異なる⇨55頁）．"
"②択一的故意は，複数の結果のうちいずれかが発生することは確実であるが，いずれの結果が発生するかは不確定な場合を指すとは？","③未必の故意は，結果の発生自体は不確実であるが，蓋然的（一定程度以上の可能性）な程度に発生すると認識している場合（ないしは，意思説の説明によれば，結果を認容する場合）をいう。覚せい剤を手荷物に隠匿して輸入しても，被告人はそれがサフランであると説明されており，そう信ずることに合理的理由が認められれば，覚せい剤輸入罪の未必の故意も認めることができない（千葉地判平17719判タ1206280）。","刑法_基本概念","刑法,基本概念,故意","②択一的故意は，複数の結果のうちいずれかが発生することは確実であるが，いずれの結果が発生するかは不確定な場合を指す．③未必の故意は，結果の発生自体は不確実であるが，蓋然的（一定程度以上の可能性）な程度に発生すると認識している場合（ないしは，意思説の説明によれば，結果を認容する場合）をいう．覚せい剤を手荷物に隠匿して輸入しても，被告人はそれがサフランであると説明されており，そう信ずることに合理的理由..."
"【未必の故意と認識ある過失蓋然性説は，認識説から主張される見解で，単に結果発生の可能性があると思ったに過ぎない場合が認識ある過失で，結果発生の蓋然性を認識した場合が未必の故意であるとするとは？","これに対し認容説は，結果発生を認容した場合（結果が発生してもかまわないと思って敢えて行為した場合）に未必の故意が認められるとし，意思説と結びつく。動機説は，動機づけるだけの事情，すなわち結果発生を認識しつつ，それを否定しないという消極的認容が存在すれば故意を認めるので，認容説に近い。","刑法_基本概念","刑法,基本概念,故意,過失","【未必の故意と認識ある過失蓋然性説は，認識説から主張される見解で，単に結果発生の可能性があると思ったに過ぎない場合が認識ある過失で，結果発生の蓋然性を認識した場合が未必の故意であるとする．これに対し認容説は，結果発生を認容した場合（結果が発生してもかまわないと思って敢えて行為した場合）に未必の故意が認められるとし，意思説と結びつく．動機説は，動機づけるだけの事情，すなわち結果発生を認識しつつ，それ..."
"頁，新幹線の例を参照）とは？","故意の中心は，認識である（堀内89頁，林244頁）。","刑法_基本概念","刑法,基本概念,故意","頁，新幹線の例を参照）．故意の中心は，認識である（堀内89頁，林244頁）．"
"故意の成立に必要な事実の認識一般人が規範に直面する（その罪の違法性を意識する）には，結果と行為の認識結果の認識が必要であるが，それは，抽象的な構成要件的結果の認識で足りるとは？","爆弾テロ行為などは，人数はもちろん，客体がおよそ不特定であっても，殺意は認められる。「およそ人を殺す」認識があれば殺人罪の故意非難は可能である。","刑法_基本概念","刑法,基本概念,構成要件,違法性,故意","故意の成立に必要な事実の認識一般人が規範に直面する（その罪の違法性を意識する）には，結果と行為の認識結果の認識が必要であるが，それは，抽象的な構成要件的結果の認識で足りる．爆弾テロ行為などは，人数はもちろん，客体がおよそ不特定であっても，殺意は認められる．「およそ人を殺す」認識があれば殺人罪の故意非難は可能である．"
"【一連の行為の認識最決平16322（刑集583187）は，クロロホルムを吸引させて失神させ（第1行為），自動車ごと海中に転落させて溺死させる（第2行為）つもりで...とは？","失神させた上自動車ごと海中に転落させるという密接に結びついた一連の殺人行為の認識があり，しかも「非常に危険なクロロホルムを嗅がせる行為を遂行すること」の認識が明確にある以上，殺人の故意に欠けるところはないとしたのである（⇨40頁参照）。","刑法_基本概念","刑法,基本概念,故意","【一連の行為の認識最決平16322（刑集583187）は，クロロホルムを吸引させて失神させ（第1行為），自動車ごと海中に転落させて溺死させる（第2行為）つもりで実行したところ，死亡する可能性がないと思っていた第1行為により死亡結果が生じたとしても，殺人罪の故意は認められるとした．失神させた上自動車ごと海中に転落させるという密接に結びついた一連の殺人行為の認識があり，しかも「非常に危険なクロロホルム..."
"【因果関係の認識多数説は，因果関係の基本的（重要）部分の認識が必要であるとする（佐久間137頁，井田183頁参照）とは？","しかし，人を殺す行為を行っているという実行行為性の認識と，死という結果の認識があれば，突飛な因果経過をたどったためにその経過の認識がなかったとしても，故意非難は可能である（大谷155頁，前田175頁）。逆に，突飛な因果経過を想い描いて犯行に及んでも，実行行為性と結果の認識があれば故意犯は成立する。","刑法_基本概念","刑法,基本概念,故意,因果関係","【因果関係の認識多数説は，因果関係の基本的（重要）部分の認識が必要であるとする（佐久間137頁，井田183頁参照）．しかし，人を殺す行為を行っているという実行行為性の認識と，死という結果の認識があれば，突飛な因果経過をたどったためにその経過の認識がなかったとしても，故意非難は可能である（大谷155頁，前田175頁）．逆に，突飛な因果経過を想い描いて犯行に及んでも，実行行為性と結果の認識があれば故意..."
"故意裁判官の評価的判断による補充を必要とする構成要件要素規範的構成要件要素の認識を規範的構成要件要素というとは？","これについては，行為者に専門家的な認識を要求することは不可能であるから，素人的な認識があれば故意は認められる。客観的にはわいせつな文書を，その意味内容を理解して販売すれば，「刑法上のわいせつな文書に該当しない」と考えていてもわいせつ物頒布罪の故意は認められる（最判昭32313刑集。","刑法_基本概念","刑法,基本概念,構成要件,故意","故意裁判官の評価的判断による補充を必要とする構成要件要素規範的構成要件要素の認識を規範的構成要件要素という．これについては，行為者に専門家的な認識を要求することは不可能であるから，素人的な認識があれば故意は認められる．客観的にはわいせつな文書を，その意味内容を理解して販売すれば，「刑法上のわいせつな文書に該当しない」と考えていてもわいせつ物頒布罪の故意は認められる（最判昭32313刑集"
"）とは？","【規範的構成要件要素①財物の他人性（窃盗罪等），公務員の職務の適法性（要保護性）（公務執行妨害罪）等の法的概念，②わいせつ（わいせつ物頒布罪等）等の価値的概念，③危険犯（放火罪等）における危険性等の事実的評価の難しい概念等がこれに当たる。","刑法_基本概念","刑法,基本概念,構成要件","）．【規範的構成要件要素①財物の他人性（窃盗罪等），公務員の職務の適法性（要保護性）（公務執行妨害罪）等の法的概念，②わいせつ（わいせつ物頒布罪等）等の価値的概念，③危険犯（放火罪等）における危険性等の事実的評価の難しい概念等がこれに当たる．"
"規範的構成要件要素につき故意犯を認めるには，違法性の認識まで必要だとする見解もあるとは？","しかし，「社会的意味（＝一般人の認識）としてはわいせつだろうが，自分は違法でないと思う」と主張する行為者につき，故意が欠けるとするのは不合理である。わいせつの社会的意味の認識があれば，一般人ならば違法だと思うような事実を認識しているわけで，そのような認識があれば故意非難は可能である（わいせつ性の認識の問題を法律の錯誤（⇨62頁）の問題として扱う学説も多い。","刑法_基本概念","刑法,基本概念,構成要件,違法性,故意","規範的構成要件要素につき故意犯を認めるには，違法性の認識まで必要だとする見解もある．しかし，「社会的意味（＝一般人の認識）としてはわいせつだろうが，自分は違法でないと思う」と主張する行為者につき，故意が欠けるとするのは不合理である．わいせつの社会的意味の認識があれば，一般人ならば違法だと思うような事実を認識しているわけで，そのような認識があれば故意非難は可能である（わいせつ性の認識の問題を法律の錯..."
